"annotation_id","annotator","created_at","id","label","lead_time","review","updated_at"
66,"2","2026-02-15T12:11:49.046880Z",66,"Neutral",7.486,"Standard fare for this type of movie. It doesn't leave a lasting impression. 6/10 at best.","2026-02-15T12:11:49.046880Z"
67,"2","2026-02-15T12:12:00.228524Z",67,"Neutral",10.588,"I walked in with low expectations and they were met. While the story arc was good, the rest felt so-so. Acceptable, but forgettable.","2026-02-15T12:12:00.228524Z"
68,"2","2026-02-15T12:12:06.457462Z",68,"Neutral",5.669,"It was... fine. It follows the standard formula without taking risks. If you're bored, give it a shot.","2026-02-15T12:12:06.458112Z"
69,"2","2026-02-15T12:12:11.332794Z",69,"Positive",4.312,"It managed to be flawless without trying too hard. Finally, a movie that respects the audience.","2026-02-15T12:12:11.332794Z"
70,"2","2026-02-15T12:12:15.927445Z",70,"Negative",3.987,"The soundtrack was frankly disjointed. Total garbage.","2026-02-15T12:12:15.927445Z"
71,"2","2026-02-15T12:12:20.729459Z",71,"Negative",4.236,"Great concept, but the execution was clichéd. I'm honestly still trying to process what I just saw.","2026-02-15T12:12:20.729459Z"
72,"2","2026-02-15T12:12:25.232201Z",72,"Negative",3.885,"The direction was frankly uninspired. I want my two hours back.","2026-02-15T12:12:25.232201Z"
73,"2","2026-02-15T12:12:33.480088Z",73,"Neutral",7.727,"It has some good moments, especially the direction. I have mixed feelings about this one.","2026-02-15T12:12:33.480088Z"
74,"2","2026-02-15T12:12:37.559371Z",74,"Positive",3.447,"It perfectly balances humor and drama. I was completely blown away by this film.","2026-02-15T12:12:37.559371Z"
75,"2","2026-02-15T12:12:48.225160Z",75,"Neutral",10.096,"I'm honestly still trying to process what I just saw. I respect the ambition, even if it didn't fully land.","2026-02-15T12:12:48.225160Z"
76,"2","2026-02-15T12:12:55.855134Z",76,"Positive",7.065,"A cinematic masterpiece. The visual effects were superb and added so much depth. Do yourself a favor and go see this.","2026-02-15T12:12:55.855134Z"
77,"2","2026-02-15T12:12:59.939107Z",77,"Positive",3.412,"I didn't expect to enjoy this as much as I did. Highly recommended for everyone.","2026-02-15T12:12:59.939107Z"
78,"2","2026-02-15T12:13:05.159937Z",78,"Positive",4.603,"Standard fare for this type of movie. Good for a one-time watch.","2026-02-15T12:13:05.159937Z"
79,"2","2026-02-15T12:13:12.634499Z",79,"Negative",6.942,"The plot holes were glaring and the direction was lifeless. What a complete waste of potential.","2026-02-15T12:13:12.634499Z"
80,"2","2026-02-15T12:13:19.642695Z",80,"Neutral",6.456,"A strange experience overall. I respect the ambition, even if it didn't fully land.","2026-02-15T12:13:19.642695Z"
81,"2","2026-02-15T12:13:24.101144Z",81,"Neutral",3.904,"A strange experience overall. A polarizing experience for sure.","2026-02-15T12:13:24.101144Z"
82,"2","2026-02-15T12:13:30.553157Z",82,"Neutral",5.911,"I am confused about how I feel. It tries to be deep, but comes off as clichéd despite the refreshing music. I think I need to watch it again to decide.","2026-02-15T12:13:30.553157Z"
83,"2","2026-02-15T12:13:33.806578Z",83,"Neutral",2.652,"I have mixed feelings about this one. 6/10 at best.","2026-02-15T12:13:33.806578Z"
84,"2","2026-02-15T12:13:37.774824Z",84,"Negative",3.415,"I struggled to sit through the first half. A complete misfire.","2026-02-15T12:13:37.774824Z"
85,"2","2026-02-15T12:13:41.129341Z",85,"Positive",2.771,"An absolute joy to watch from start to finish. Highly recommended for everyone.","2026-02-15T12:13:41.129341Z"
86,"2","2026-02-15T12:13:46.231296Z",86,"Negative",4.514,"A frustrating experience. Zero stars if I could give it.","2026-02-15T12:13:46.231296Z"
87,"2","2026-02-15T12:14:06.646309Z",87,"Negative",19.85,"An absolute train wreck of a movie. Nothing about the opening scene worked. I wouldn't recommend this to my worst enemy.","2026-02-15T12:14:06.646309Z"
88,"2","2026-02-15T12:14:15.153656Z",88,"Neutral",7.882,"It was... fine. It has some good moments, especially the character development. It is what it is.","2026-02-15T12:14:15.158564Z"
89,"2","2026-02-15T12:14:19.889719Z",89,"Negative",4.123,"An absolute train wreck of a movie. The dialogue distracted me from everything else. Zero stars if I could give it.","2026-02-15T12:14:19.889719Z"
90,"2","2026-02-15T12:14:24.419270Z",90,"Positive",3.947,"This movie is a triumph in every sense. The lead actor delivered a memorable performance. Don't miss this one.","2026-02-15T12:14:24.419270Z"
91,"2","2026-02-15T12:14:28.492812Z",91,"Neutral",3.498,"The screenplay was okay, but forgettable. It was... fine.","2026-02-15T12:14:28.492812Z"
92,"2","2026-02-15T12:14:31.254500Z",92,"Positive",2.191,"A cinematic masterpiece. The lead actor delivered a gripping performance. I will be thinking about this for days.","2026-02-15T12:14:31.254500Z"
93,"2","2026-02-15T12:14:37.364524Z",93,"Positive",5.523,"I was hooked from the very first minute. It managed to be vibrant without trying too hard. I can't wait to see it again.","2026-02-15T12:14:37.364524Z"
94,"2","2026-02-15T12:14:41.896487Z",94,"Neutral",3.838,"It doesn't leave a lasting impression. Middle of the road entertainment.","2026-02-15T12:14:41.896487Z"
95,"2","2026-02-15T12:14:48.216322Z",95,"Neutral",5.779,"It’s a weird mix of brilliance and stupidity. It tries to be deep, but comes off as jarring despite the iconic music. It’s definitely not for everyone.","2026-02-15T12:14:48.216322Z"
96,"2","2026-02-15T12:14:53.787644Z",96,"Neutral",4.848,"While the lighting shines, the rest is convoluted. I am confused about how I feel.","2026-02-15T12:14:53.787644Z"
97,"2","2026-02-15T12:14:58.879050Z",97,"Neutral",4.175,"It’s a weird mix of brilliance and stupidity. While the screenplay shines, the rest is tedious. A polarizing experience for sure.","2026-02-15T12:14:58.879050Z"
98,"2","2026-02-15T12:15:04.687622Z",98,"Neutral",4.942,"The acting is fine, but the costume design is a bit middle-of-the-road. It’s not a masterpiece, but it’s not a disaster either.","2026-02-15T12:15:04.687622Z"
99,"2","2026-02-15T12:15:10.019324Z",99,"Neutral",4.379,"It’s a weird mix of brilliance and stupidity. While the screenplay shines, the rest is forgetable. I respect the ambition, even if it didn't fully land.","2026-02-15T12:15:10.019324Z"
100,"2","2026-02-15T12:15:15.534549Z",100,"Positive",4.795,"I was hooked from the very first minute. I can't wait to see it again.","2026-02-15T12:15:15.534549Z"
